"","Value","Std.Error","DF","t-value","p-value","Taxa","Group","FDR"
"DaysLinear370",-0.0182750522003743,0.0162620237218318,12,-1.12378708289793,0.283082273473743,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptococcales;  f__Peptococcaceae;  g__Peptococcus;  s__uncultured_organism","DaysLinear",0.631485846288539
"DaysLinear371",-0.00791314363803011,0.00734372291167312,33,-1.07753842747142,0.289053931589714,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptococcales;  f__Peptococcaceae;  g__uncultured;  s__unidentified","DaysLinear",0.631485846288539
"DaysLinear307",-0.0105857769919492,0.0101540084757766,48,-1.0425219771288,0.30239219196784,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__UCG-002;  s__uncultured_rumen","DaysLinear",0.637236228927351
"DaysLinear4",0.0166679877874386,0.0156382403747353,13,1.06584803584212,0.305888127802281,"d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Actinomycetales;  f__Actinomycetaceae;  g__Varibaculum; NA","DaysLinear",0.641474132090219
"DaysLinear62",-0.0183123820105053,0.0172423197971976,12,-1.06206022309606,0.309115557965775,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Prevotellaceae;  g__Prevotellaceae_NK3B31_group;  s__uncultured_organism","DaysLinear",0.643766704921621
"DaysLinear227",-0.00959212222193567,0.00907882208653675,13,-1.05653818639756,0.309961746814114,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospira;  s__uncultured_organism","DaysLinear",0.643766704921621
"DaysLinear21",-0.00510889480466618,0.00503386482696306,103,-1.01490504419213,0.312529221752702,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Eggerthellaceae;  g__Adlercreutzia; NA","DaysLinear",0.645993415297452
"DaysLinear376",0.00586861558793296,0.00574298803930349,29,1.02187494519747,0.315289473988375,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Anaerovoracaceae;  g__Family_XIII_AD3011_group;  s__uncultured_Eubacterium","DaysLinear",0.648595489347513
"DaysLinear143",0.00411401711781484,0.00411492638382452,53,0.999779032253589,0.321960336791137,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae; NA; NA","DaysLinear",0.659179457316452
"DaysLinear245",-0.00630057870231394,0.00646270782120526,92,-0.974913128772533,0.332159829664631,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_UCG-008;  s__uncultured_organism","DaysLinear",0.670528254276264
"DaysLinear369",-0.00707514343686659,0.0071922791292654,54,-0.983713689319679,0.329643442549666,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales; NA; NA; NA","DaysLinear",0.670528254276264
"DaysLinear413",-0.00534720550557937,0.00547795368197925,78,-0.976131931011026,0.332016813826514,"d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Burkholderiales;  f__Sutterellaceae;  g__Parasutterella;  s__uncultured_organism","DaysLinear",0.670528254276264
"DaysLinear28",-0.00556610670104324,0.00574941351248347,77,-0.968117302566214,0.336016869320023,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Eggerthellaceae;  g__Gordonibacter; NA","DaysLinear",0.672033738640046
"DaysLinear327",-0.00506525670677096,0.00523060861143441,83,-0.968387635751988,0.335664235692947,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Anaerotruncus;  s__uncultured_organism","DaysLinear",0.672033738640046
"DaysLinear234",0.0181566924005759,0.0187997924744931,21,0.965792171653501,0.345139595659171,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_NK4A136_group;  s__metagenome","DaysLinear",0.6870981812201
"DaysLinear59",-0.010670488731585,0.0110587869071034,12,-0.96488781465994,0.353644053696924,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Prevotellaceae;  g__Prevotella;  s__Prevotella_buccalis","DaysLinear",0.691312892372478
"DaysLinear111",0.0116904241995971,0.0124867751448491,50,0.936224450587583,0.35365775281092,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Lactobacillaceae;  g__Lactobacillus;  s__Lactobacillus_delbrueckii","DaysLinear",0.691312892372478
"DaysLinear118",-0.0184884321363431,0.0194713881251756,22,-0.949517929460738,0.352672288456112,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Leuconostocaceae;  g__Leuconostoc;  s__Leuconostoc_mesenteroides","DaysLinear",0.691312892372478
"DaysLinear226",0.00353830524594891,0.00376803648228021,163,0.939031578539207,0.349103931245144,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnoclostridium; NA","DaysLinear",0.691312892372478
"DaysLinear27",-0.00785177180323944,0.00840276690218992,19,-0.934426944676178,0.361808387328172,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Eggerthellaceae;  g__Gordonibacter;  s__Gordonibacter_urolithinfaciens","DaysLinear",0.695101434491367
"DaysLinear78",0.0068355751096953,0.00739505791921469,77,0.924343687956024,0.35819514079298,"d__Bacteria;  p__Desulfobacterota;  c__Desulfovibrionia;  o__Desulfovibrionales;  f__Desulfovibrionaceae;  g__Bilophila; NA","DaysLinear",0.695101434491367
"DaysLinear142",-0.00383310399731542,0.00414189516038405,32,-0.925446890587158,0.361660506534171,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae;  g__uncultured; NA","DaysLinear",0.695101434491367
"DaysLinear399",-0.0101890763067398,0.0110787562963881,38,-0.919694958003685,0.363533798875675,"d__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Veillonellales-Selenomonadales;  f__Selenomonadaceae;  g__uncultured;  s__uncultured_organism","DaysLinear",0.695101434491367
"DaysLinear421",0.0272361277306589,0.0287394217824923,11,0.947692265237251,0.36364102822928,"d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Enterobacterales; NA; NA; NA","DaysLinear",0.695101434491367
"DaysLinear46",0.010534103251745,0.0117751506994978,35,0.894604538028908,0.377109602607124,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Barnesiellaceae;  g__Coprobacter; NA","DaysLinear",0.704953908427069
"DaysLinear47",0.0125086478542302,0.0137521811778993,16,0.909575556954731,0.376544984932297,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Barnesiellaceae;  g__uncultured;  s__uncultured_organism","DaysLinear",0.704953908427069
"DaysLinear197",-0.00809662832629976,0.00857433943305221,8,-0.944285958063315,0.372664450158579,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Catenibacillus; NA","DaysLinear",0.704953908427069
"DaysLinear215",-0.00481982304813369,0.00537682324099058,25,-0.896407196611827,0.378586358229352,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__GCA-900066755; NA","DaysLinear",0.704953908427069
"DaysLinear270",-0.00496341855213306,0.00552180685362077,92,-0.898875799844111,0.371065422015891,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__uncultured;  s__uncultured_organism","DaysLinear",0.704953908427069
"DaysLinear382",-0.00712393994459666,0.00778238486363753,12,-0.915392912252722,0.378013332520679,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcaceae;  g__Intestinibacter;  s__uncultured_bacterium","DaysLinear",0.704953908427069
"DaysLinear140",-0.0078103305627656,0.00886157175711554,85,-0.88137079705913,0.380602642305456,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae;  g__Christensenellaceae_R-7_group; NA","DaysLinear",0.70566670161355
"DaysLinear69",-0.00589295832720305,0.00685762841267346,119,-0.859328906814546,0.391886849726356,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Tannerellaceae;  g__Parabacteroides;  s__Parabacteroides_distasonis","DaysLinear",0.712367148857111
